"Ensembl_ID","control_rep2","exp_rep3","exp_rep2","exp_rep1","control_rep1","control_rep3"
"ENSG00000182308.7",16,17,21,9,18,17
"ENSG00000014824.14",9914,9966,10541,11785,11204,13189
"ENSG00000249212.1",6,6,3,5,3,9
"ENSG00000188848.17",32,24,27,16,46,57
"ENSG00000178343.5",55,30,40,29,38,78
"ENSG00000124406.17",882,780,913,942,1024,1178
"ENSG00000286891.1",13,8,2,3,6,10
"ENSG00000124399.4",2,9,5,4,2,6
"ENSG00000183783.7",337,477,373,445,424,461
"ENSG00000177752.15",5,3,3,13,8,7
"ENSG00000151806.14",4250,4412,4623,4955,4480,5470
"ENSG00000163281.12",718,833,979,1056,881,1073
"ENSG00000273369.1",6,7,12,5,10,14
"ENSG00000163285.8",4,16,5,3,5,3
"ENSG00000151834.16",3068,4224,4585,4636,4062,4387
"ENSG00000249330.3",1,1,2,7,6,4
"ENSG00000249936.3",106,101,81,94,96,99
"ENSG00000109158.11",49,58,22,23,52,64
"ENSG00000163288.14",124,149,177,148,149,177
"ENSG00000260918.1",87,89,67,81,129,113
"ENSG00000169019.11",976,1080,1036,1342,1201,1395
"ENSG00000282904.2",1,3,0,2,0,2
"ENSG00000145246.14",1373,1202,1331,1340,1576,1799
"ENSG00000145244.12",141,133,109,157,148,182
"ENSG00000242262.1",42,69,63,61,49,52
"ENSG00000259959.1",430,475,509,517,555,640
"ENSG00000170448.12",3239,3250,4242,4315,3775,4269
"ENSG00000163293.12",10060,10216,13065,14610,12353,13616
"ENSG00000198515.16",614,640,707,771,761,883
"ENSG00000074966.11",331,341,450,457,296,395
"ENSG00000135605.13",180,171,222,157,235,269
"ENSG00000109171.15",4716,5403,6456,7090,5699,6406
"ENSG00000145248.7",227,217,302,230,327,338
"ENSG00000075539.15",3537,3319,3992,4186,4402,4992
"ENSG00000109180.15",8385,10399,11540,11871,9853,11667
"ENSG00000248256.1",7,14,17,12,9,12
"ENSG00000145247.12",4021,2898,2724,2626,4667,5795
"ENSG00000109184.15",3335,3530,3945,4165,4182,4705
"ENSG00000272576.1",2,3,1,5,1,3
"ENSG00000188993.4",23,17,27,27,27,37
"ENSG00000163069.13",2995,3534,3777,3937,3594,4081
"ENSG00000163071.11",997,1364,1767,1788,1281,1462
"ENSG00000109189.13",4390,4608,5667,5755,5319,6056
"ENSG00000248866.1",119,146,149,148,125,195
"ENSG00000226950.8",4785,6765,5870,5633,5490,6839
"ENSG00000250302.3",18,23,23,19,20,32
"ENSG00000226887.8",801,934,876,832,1020,1130
"ENSG00000128045.7",41,53,43,32,40,57
"ENSG00000184178.17",972,1051,1017,1044,1168,1397
"ENSG00000145216.17",2277,2656,2858,2765,2770,3336
"ENSG00000072201.14",376,453,580,557,425,569
"ENSG00000248494.1",1,4,1,3,4,1
"ENSG00000272650.1",1,5,5,2,1,5
"ENSG00000109220.11",534,643,632,653,624,676
"ENSG00000242670.1",1,6,1,3,2,3
"ENSG00000134853.12",998,1167,718,669,1300,1424
"ENSG00000157404.17",2573,2668,3041,2693,3165,3598
"ENSG00000128052.10",135,427,609,399,272,236
"ENSG00000128039.13",240,281,241,316,321,346
"ENSG00000288695.1",6,3,6,6,5,13
"ENSG00000249700.9",9,0,7,14,2,7
"ENSG00000134851.13",3734,4864,5049,5370,4286,4941
"ENSG00000134852.15",2116,2277,2762,3057,2710,3091
"ENSG00000272969.1",2,0,5,1,2,3
"ENSG00000109255.11",55,58,41,32,52,75
"ENSG00000090989.18",2456,2527,2967,3017,2741,3321
"ENSG00000202358.1",2,3,5,2,3,2
"ENSG00000286599.1",11,4,26,14,5,13
"ENSG00000174799.12",799,741,980,932,921,1049
"ENSG00000109265.15",4653,4961,5573,5550,5511,6516
"ENSG00000286093.1",2,1,0,2,2,2
"ENSG00000157426.14",1097,1104,1378,1232,1308,1631
"ENSG00000242083.2",25,38,28,30,20,32
"ENSG00000269921.1",5,6,6,14,5,8
"ENSG00000128059.8",4484,4805,5350,5315,5433,6096
"ENSG00000270147.1",5,0,6,5,8,1
"ENSG00000128050.9",34211,39330,40780,39898,40096,47525
"ENSG00000289393.1",20,21,26,24,33,38
"ENSG00000174780.17",17942,19612,20115,21012,19399,23834
"ENSG00000196503.5",59,61,68,77,62,73
"ENSG00000249693.3",27,41,31,22,28,42
"ENSG00000248590.2",18,40,44,27,34,29
"ENSG00000171476.23",51,76,51,49,63,80
"ENSG00000084093.19",5518,5865,7827,7819,7109,7877
"ENSG00000269949.1",19,19,14,14,21,21
"ENSG00000084092.7",3002,3445,3311,3425,3288,4003
"ENSG00000047315.17",15932,16411,20747,19207,18907,22332
"ENSG00000163453.11",2108,3693,3369,2757,2931,3168
"ENSG00000251459.2",2,7,1,2,0,4
"ENSG00000150471.17",7804,8056,8311,8211,8844,10134
"ENSG00000289308.2",11,9,14,9,14,18
"ENSG00000226439.3",4,6,6,3,6,6
"ENSG00000225405.3",1,10,11,2,3,8
"ENSG00000180673.9",6,15,8,12,10,9
"ENSG00000145242.14",50,50,50,40,72,60
"ENSG00000243199.1",210,330,286,200,241,316
"ENSG00000250846.6",9,6,9,10,17,4
"ENSG00000248479.1",2,2,3,4,2,1
"ENSG00000249413.2",2,1,2,2,0,6
"ENSG00000250075.7",3,1,5,2,2,2
"ENSG00000250030.2",2,2,2,2,1,3
"ENSG00000145241.11",1124,1140,1477,1389,1422,1613
"ENSG00000279464.1",8,15,20,20,12,13
"ENSG00000033178.13",5346,5513,7760,7808,7020,7563
"ENSG00000270257.1",0,3,8,1,7,1
"ENSG00000248049.8",643,807,704,858,720,889
"ENSG00000250656.2",0,1,2,1,4,2
"ENSG00000270292.1",1,1,3,6,2,1
"ENSG00000109163.7",15,12,20,17,19,19
"ENSG00000187054.16",15,10,12,14,7,16
"ENSG00000227725.3",3,5,5,6,3,1
"ENSG00000198092.6",0,0,2,4,2,0
"ENSG00000250642.3",2,4,4,4,3,1
"ENSG00000249531.2",0,2,4,2,0,6
"ENSG00000248122.1",1,2,6,4,3,4
"ENSG00000083896.13",8105,9003,11367,11016,10067,12067
"ENSG00000087128.10",3,7,12,7,8,11
"ENSG00000197888.3",10,10,15,22,13,16
"ENSG00000196620.10",69,129,203,226,79,99
"ENSG00000250376.1",41,43,54,58,33,65
"ENSG00000109181.12",18,31,42,30,16,18
"ENSG00000251529.1",5,8,13,13,7,6
"ENSG00000248547.2",5,15,13,16,18,9
"ENSG00000248613.1",11,7,28,14,15,17
"ENSG00000272626.1",80,103,122,122,92,127
"ENSG00000198277.6",15,18,29,22,21,26
"ENSG00000135220.11",64,107,144,143,94,82
"ENSG00000251685.3",1,4,7,3,0,2
"ENSG00000250919.1",3,3,10,7,5,2
"ENSG00000171234.14",367,476,609,693,370,461
"ENSG00000250696.5",8,9,9,11,5,1
"ENSG00000213759.10",1182,1854,2268,2465,1622,1865
"ENSG00000135226.18",5,15,12,16,11,13
"ENSG00000156096.15",47,75,161,184,39,77
"ENSG00000173610.13",36,41,47,43,28,46
"ENSG00000173597.9",1492,1285,2181,2238,1722,1889
"ENSG00000236959.1",0,0,6,4,0,2
"ENSG00000284695.1",10,12,24,22,19,19
"ENSG00000109193.12",1406,1612,2689,2718,1781,2199
"ENSG00000135222.7",0,2,2,1,3,3
"ENSG00000126549.11",10,17,3,8,10,16
"ENSG00000109205.17",219,232,279,291,285,298
"ENSG00000187689.10",2,1,0,0,2,3
"ENSG00000178522.15",27,40,115,122,39,63
"ENSG00000132464.13",12,12,16,21,20,10
"ENSG00000132467.4",3133,3880,3907,4151,4021,4924
"ENSG00000272986.1",11,8,18,18,15,12
"ENSG00000018189.13",4393,4682,4976,5371,4978,5877
"ENSG00000132463.15",12154,12964,13981,14714,14375,16794
"ENSG00000289019.1",71,98,83,87,77,102
"ENSG00000173542.9",4010,3754,4731,5382,5226,5558
"ENSG00000156136.10",3033,3542,3612,4269,3748,4144
"ENSG00000080493.19",17471,20082,25863,26937,22231,24745
"ENSG00000270098.1",3,0,1,0,2,2
"ENSG00000145321.13",208,154,189,193,206,252
"ENSG00000248567.1",2,0,2,1,0,2
"ENSG00000056291.19",331,369,364,372,352,421
"ENSG00000156140.11",186,182,136,156,190,215
"ENSG00000270665.1",7,3,2,2,4,6
"ENSG00000163626.17",1799,2214,2295,2242,2130,2416
"ENSG00000132466.20",13570,14851,18075,17851,16731,19693
"ENSG00000248641.1",19,41,32,17,23,23
"ENSG00000250220.1",21,17,21,24,14,23
"ENSG00000163631.19",1724,3033,6307,3445,5384,4781
"ENSG00000081051.8",85469,123624,220656,183031,123731,133545
"ENSG00000079557.5",24,17,3,5,13,26
"ENSG00000169435.14",628,421,559,618,699,829
"ENSG00000169429.12",945,668,738,941,833,1119
"ENSG00000124875.10",538,491,271,414,640,738
"ENSG00000109272.4",20,9,24,18,24,32
"ENSG00000163739.5",249,260,296,296,343,425
"ENSG00000249920.2",4,7,3,3,5,6
"ENSG00000163737.5",4,2,2,3,5,3
"ENSG00000163735.7",2943,2587,2795,4325,3337,3810
"ENSG00000287037.1",8,10,14,5,8,3
"ENSG00000163734.4",180,174,244,266,202,221
"ENSG00000081041.9",48,43,75,69,53,58
"ENSG00000163738.19",464,521,465,621,579,643
"ENSG00000269559.2",8,12,8,5,10,12
"ENSG00000124882.4",7,11,29,20,15,17
"ENSG00000109321.11",5865,8646,13837,12240,8871,9849
"ENSG00000249942.1",2,4,7,1,2,4
"ENSG00000174808.12",13,18,24,35,29,19
"ENSG00000169116.11",7492,9113,14524,13254,11271,11754
"ENSG00000260265.1",30,64,38,31,30,37
"ENSG00000163743.14",1689,1831,2220,2289,2078,2409
"ENSG00000174796.12",527,509,681,650,660,679
"ENSG00000138769.11",122,146,102,92,172,178
"ENSG00000138757.15",25497,27247,29453,32108,30109,34518
"ENSG00000138768.15",10875,10988,13560,14092,13012,15537
"ENSG00000138744.16",185,195,168,148,205,268
"ENSG00000198301.12",5469,5557,5921,6028,5773,6983
"ENSG00000156219.18",4,3,4,0,8,5
"ENSG00000169245.6",3,4,6,12,5,3
"ENSG00000169248.13",7,11,3,8,7,8
"ENSG00000138750.16",3977,4333,4489,4840,4429,5371
"ENSG00000286074.1",0,0,8,5,7,0
"ENSG00000138760.11",28703,31538,41935,45238,35325,40248
"ENSG00000189157.14",65,69,84,106,65,74
"ENSG00000287401.1",25,24,28,29,19,38
"ENSG00000272414.6",2,0,3,6,5,1
"ENSG00000289515.2",36,41,30,30,34,38
"ENSG00000118804.9",165,205,342,300,199,256
"ENSG00000163749.18",17,16,27,25,23,19
"ENSG00000249858.2",4,2,4,3,3,3
"ENSG00000138771.16",10718,11822,14739,14444,12652,14995
"ENSG00000233860.2",13,9,43,18,23,32
"ENSG00000270244.1",0,1,2,3,0,2
"ENSG00000186212.4",340,455,553,554,421,487
"ENSG00000289586.2",191,205,223,243,214,253
"ENSG00000138758.12",23665,24477,31536,31996,28066,32068
"ENSG00000234036.4",9,19,11,11,17,17
"ENSG00000118816.11",42855,48748,49280,55081,49448,58511
"ENSG00000289443.1",58,53,77,83,73,73
"ENSG00000288888.1",4,12,6,14,7,10
"ENSG00000289496.2",7,3,9,6,9,5
"ENSG00000271676.1",1,1,3,2,2,0
"ENSG00000138764.15",4812,5133,7225,7684,6175,6832
"ENSG00000138767.14",3105,3010,3264,3624,3668,4079
"ENSG00000169288.18",2160,2394,2333,2510,2374,2814
"ENSG00000249072.1",8,9,4,5,4,2
"ENSG00000138759.20",24736,27227,36644,38336,28576,33415
"ENSG00000249565.2",59,87,70,60,72,89
"ENSG00000138772.13",19060,22742,25370,27558,20497,25131
"ENSG00000251442.8",9,9,10,10,12,12
"ENSG00000287632.1",0,0,2,6,0,4
"ENSG00000138756.19",1740,1643,2695,2561,2140,2392
"ENSG00000163291.14",2792,3032,3197,3793,3315,3856
"ENSG00000249307.8",34,35,24,31,38,56
"ENSG00000163297.18",4337,4871,5451,5560,5045,5901
"ENSG00000236530.2",1,5,5,1,5,2
"ENSG00000248719.2",14,18,24,34,20,31
"ENSG00000152784.16",47,42,42,47,50,68
"ENSG00000138675.17",9,16,15,8,14,19
"ENSG00000197826.13",4,1,0,1,3,3
"ENSG00000152785.8",15,22,2,15,13,31
"ENSG00000138669.10",178,216,232,155,228,254
"ENSG00000138670.19",805,806,937,970,838,1060
"ENSG00000273156.2",12,26,17,24,18,18
"ENSG00000289480.1",16,17,11,13,6,7
"ENSG00000138668.20",33857,43005,35477,39992,41467,50094
"ENSG00000272677.3",19,14,14,15,17,15
"ENSG00000250325.1",5,5,7,3,5,1
"ENSG00000152795.18",17317,19398,19615,19521,19737,24340
"ENSG00000145293.17",6480,7825,7631,7858,7644,8734
"ENSG00000249242.8",1166,973,864,809,1270,1560
"ENSG00000214988.4",2,2,2,1,4,3
"ENSG00000248113.2",2,3,10,5,7,7
"ENSG00000145284.12",5998,6767,4201,3870,6531,8114
"ENSG00000270480.1",6,6,8,3,12,10
"ENSG00000138674.17",19434,22183,26914,26481,22447,26914
"ENSG00000251022.6",2003,2197,2585,2629,2324,2862
"ENSG00000168152.13",685,651,835,896,794,881
"ENSG00000189308.11",1347,1367,1658,1739,1682,1779
"ENSG00000138663.9",3462,4014,3771,4024,3710,4661
"ENSG00000286035.1",10,3,0,2,4,8
"ENSG00000145287.11",750,850,1202,1425,911,1113
"ENSG00000173085.15",1131,1316,1263,1330,1307,1515
"ENSG00000173083.16",1000,717,349,412,1068,1344
"ENSG00000163312.11",806,777,981,936,858,1099
"ENSG00000163319.11",1063,1374,1329,1324,1206,1480
"ENSG00000163322.14",2019,1916,1808,2201,2195,2846
"ENSG00000138678.11",229,323,522,319,452,455
"ENSG00000250546.6",4,2,3,7,4,4
"ENSG00000248749.1",13,9,8,7,5,13
"ENSG00000163623.10",7822,7949,6496,6168,8831,10716
"ENSG00000163624.6",4955,5545,7389,7497,5704,6784
"ENSG00000163625.17",4321,4346,6341,6119,5647,6005
"ENSG00000180769.10",130,131,180,152,152,175
"ENSG00000138639.18",890,854,808,794,1021,1214
"ENSG00000109339.24",432,533,361,275,508,644
"ENSG00000163629.13",13341,11860,13625,11326,16273,18455
"ENSG00000145283.8",0,3,6,1,2,2
"ENSG00000243312.3",2,3,4,2,2,2
"ENSG00000163633.12",10,16,13,10,8,20
"ENSG00000285458.1",18,11,17,15,17,18
"ENSG00000251411.1",7,11,12,3,10,5
"ENSG00000284968.1",69,72,77,111,76,89
"ENSG00000172493.23",5073,5391,8268,7614,6687,7333
"ENSG00000235043.3",44,88,43,68,46,71
"ENSG00000145332.14",3242,3433,3862,4287,3896,4604
"ENSG00000248196.1",2,2,0,4,0,1
"ENSG00000248180.1",8,15,9,12,7,9
"ENSG00000170509.12",5,8,12,22,10,8
"ENSG00000198189.11",2899,3380,4397,5316,3526,4189
"ENSG00000170502.13",2151,2504,2788,2642,2505,3089
"ENSG00000152583.13",11,13,6,9,10,16
"ENSG00000183199.6",250,337,321,286,268,322
"ENSG00000286618.1",5,1,1,1,4,4
"ENSG00000118785.15",4365,9294,14635,15705,5262,6225
"ENSG00000289034.1",7,5,4,3,9,6
"ENSG00000118762.8",3774,4210,5214,5362,4361,5175
"ENSG00000118777.12",15512,15640,20900,22081,17534,20809
"ENSG00000163644.15",683,549,726,730,919,787
"ENSG00000246375.5",6,2,2,2,0,4
"ENSG00000138642.16",433,391,445,465,481,598
"ENSG00000138646.9",157,145,126,162,160,200
"ENSG00000138641.18",12,11,7,22,9,17
"ENSG00000207524.1",5,7,6,7,16,8
"ENSG00000177432.8",150,166,121,141,175,188
"ENSG00000248019.3",8,3,20,21,16,20
"ENSG00000138640.15",1382,1479,1854,1727,1697,2014
"ENSG00000180346.5",1260,1575,1881,1878,1568,1924
"ENSG00000270720.1",3,6,9,8,5,10
"ENSG00000185477.5",1757,1479,1327,1387,2081,2332
"ENSG00000251095.8",394,714,1476,1572,578,567
"ENSG00000145335.17",268,398,462,386,322,386
"ENSG00000274238.1",22,41,49,48,34,32
"ENSG00000277695.1",1,7,9,10,5,3
"ENSG00000276542.1",4,8,17,18,10,9
"ENSG00000247775.2",2,0,5,3,0,5
"ENSG00000138722.10",231,188,127,130,260,324
"ENSG00000184305.16",750,688,930,917,952,986
"ENSG00000187653.11",267,391,384,293,284,359
"ENSG00000152208.13",85,122,50,77,91,98
"ENSG00000172238.6",9,8,8,4,24,12
"ENSG00000163104.18",8237,8436,10348,11102,9556,11114
"ENSG00000163110.15",11171,12069,15309,16869,14010,15727
"ENSG00000249599.2",10,7,2,5,10,13
"ENSG00000138696.11",1018,987,789,918,1205,1339
"ENSG00000182168.16",10170,8881,5768,6178,10417,13018
"ENSG00000271474.1",108,81,87,68,132,157
"ENSG00000163116.10",8,10,8,12,6,6
"ENSG00000242697.2",15,23,18,13,9,15
"ENSG00000289532.2",14,24,17,15,15,27
"ENSG00000138698.15",4135,4407,4492,4495,4748,5452
"ENSG00000168785.8",2124,2419,2054,2006,2495,2916
"ENSG00000260641.2",35,29,21,24,36,61
"ENSG00000227118.3",4,6,6,1,1,3
"ENSG00000151247.13",7300,8583,8964,9779,8538,9863
"ENSG00000249055.1",0,1,2,4,1,2
"ENSG00000164024.12",5955,6422,7507,7631,6770,8415
"ENSG00000272777.1",57,55,68,85,38,72
"ENSG00000197894.12",22555,27702,27995,28794,26099,31252
"ENSG00000246090.9",70,79,83,109,101,136
"ENSG00000198099.10",0,3,5,2,1,2
"ENSG00000172955.17",36,53,43,39,47,73
"ENSG00000187758.8",14,11,7,5,9,17
"ENSG00000196616.15",26,40,19,22,42,65
"ENSG00000248144.6",66,87,39,60,55,83
"ENSG00000138813.10",4,1,5,3,3,0
"ENSG00000145331.14",800,838,978,1148,925,1164
"ENSG00000138823.14",7973,9229,13622,13361,9994,11559
"ENSG00000248676.1",2,3,7,6,4,9
"ENSG00000070190.13",5,0,7,6,3,4
"ENSG00000109270.13",2960,3212,3491,3927,3396,4031
"ENSG00000164031.17",3185,3327,4023,4756,4173,4330
"ENSG00000164032.12",25000,30783,26109,27598,27023,33732
"ENSG00000245322.8",10,15,15,15,15,17
"ENSG00000250403.1",4,2,4,2,1,0
"ENSG00000145358.6",573,672,885,746,652,767
"ENSG00000164035.10",1,5,9,4,1,0
"ENSG00000138814.17",7990,8354,7324,8930,8610,10224
"ENSG00000254531.3",212,299,220,176,212,281
"ENSG00000153064.12",88,66,59,67,91,120
"ENSG00000138821.14",2178,1946,1024,1099,2226,2796
"ENSG00000248161.5",32,34,22,27,36,51
"ENSG00000109320.14",2452,2759,3465,3248,2899,3491
"ENSG00000109323.11",12283,13938,14989,15835,13958,17396
"ENSG00000241981.2",1,0,3,3,1,2
"ENSG00000230069.3",4,6,5,5,10,4
"ENSG00000248971.2",41,31,44,40,40,34
"ENSG00000251288.2",1,4,3,0,3,2
"ENSG00000109332.20",29067,33157,33324,36255,32735,39458
"ENSG00000286242.1",7,2,7,8,8,5
"ENSG00000246560.3",78,113,127,125,105,102
"ENSG00000145354.12",2826,3102,3138,3903,3189,3703
"ENSG00000164037.17",32,33,46,22,42,53
"ENSG00000250651.1",1,2,8,0,3,3
"ENSG00000164038.16",1175,1305,1327,1369,1316,1531
"ENSG00000164039.15",2766,3090,3858,3603,3188,3803
"ENSG00000138778.14",3847,4303,6503,6115,4886,5708
"ENSG00000248740.8",5,6,18,19,6,19
"ENSG00000251577.5",11,16,48,65,27,22
"ENSG00000169836.5",92,127,120,106,147,120
"ENSG00000168772.12",547,606,621,647,758,929
"ENSG00000245384.2",2,0,2,1,3,10
"ENSG00000248373.7",0,1,2,2,2,0
"ENSG00000251259.1",4,5,4,11,3,7
"ENSG00000168769.14",1479,1575,2248,2185,2119,2169
"ENSG00000138777.20",4798,5843,5937,6514,5390,6654
"ENSG00000249264.1",574,999,867,533,540,585
"ENSG00000236699.9",38,35,91,83,77,58
"ENSG00000138785.16",1542,1733,1780,1891,1621,1952
"ENSG00000138780.15",2726,3105,3733,3768,3330,3823
"ENSG00000251175.5",0,2,1,4,4,0
"ENSG00000168743.13",395,403,588,405,559,621
"ENSG00000249635.1",2,1,3,2,2,0
"ENSG00000145348.17",1985,2250,2459,2488,2516,2753
"ENSG00000164022.18",4708,5039,5966,6145,5654,6688
"ENSG00000155011.9",34,36,38,33,43,37
"ENSG00000213522.4",2,1,7,3,8,9
"ENSG00000138801.9",17050,19565,24712,23964,19947,23237
"ENSG00000164023.15",982,1014,1381,1664,1166,1331
"ENSG00000245293.5",7,11,5,8,8,8
"ENSG00000155016.18",1139,1348,1276,1239,1217,1381
"ENSG00000138796.18",5562,6073,5968,6129,6233,7646
"ENSG00000138795.10",171,224,276,253,219,270
"ENSG00000232021.9",1,3,0,0,3,2
"ENSG00000234492.6",11,15,11,9,17,18
"ENSG00000109475.17",30652,41535,40532,37115,35701,43071
"ENSG00000198856.13",11106,12952,13432,15022,12815,15348
"ENSG00000286136.2",8,13,16,14,22,14
"ENSG00000164089.9",3,10,8,5,3,7
"ENSG00000188517.17",38,25,53,44,43,54
"ENSG00000249465.1",7,8,19,9,4,17
"ENSG00000247950.9",62,99,89,105,81,62
"ENSG00000138802.11",4113,4554,5942,5572,5093,5814
"ENSG00000005059.16",225,279,219,259,271,361
"ENSG00000248785.1",4,11,7,10,5,5
"ENSG00000138794.10",3900,4774,5541,5889,4465,5243
"ENSG00000273447.1",20,11,14,15,12,13
"ENSG00000123739.11",2142,2286,2325,2485,2539,2842
"ENSG00000205403.15",10,6,24,19,15,19
"ENSG00000272795.1",1,1,2,0,2,3
"ENSG00000109534.17",1912,2289,2043,2320,2197,2652
"ENSG00000180245.7",13,16,13,5,19,8
"ENSG00000183423.12",5,7,8,15,12,8
"ENSG00000138798.13",27,29,46,53,40,32
"ENSG00000170522.10",11612,13215,15558,15802,13718,16029
"ENSG00000288913.2",53,71,81,58,54,62
"ENSG00000138792.10",104,101,143,160,136,135
"ENSG00000250511.1",24,37,51,40,37,49
"ENSG00000250103.3",78,73,88,104,97,77
"ENSG00000164093.18",3322,5134,5533,5036,4155,5018
"ENSG00000289096.1",10,22,25,35,22,25
"ENSG00000240459.2",2,6,5,2,4,3
"ENSG00000174749.6",16,29,27,37,22,31
"ENSG00000260526.1",44,63,46,80,79,75
"ENSG00000138660.12",1761,1869,2351,2461,2103,2509
"ENSG00000145365.12",737,792,969,971,852,940
"ENSG00000073331.18",109,128,194,169,140,169
"ENSG00000248697.1",4,9,5,3,3,3
"ENSG00000138658.16",551,441,623,642,613,734
"ENSG00000250966.2",58,101,70,63,65,69
"ENSG00000174720.18",1751,1943,2455,2436,2153,2718
"ENSG00000249532.6",0,0,3,1,2,4
"ENSG00000220924.4",3,3,8,2,1,2
"ENSG00000248633.1",2,1,0,2,1,2
"ENSG00000241741.1",78,122,122,99,91,107
"ENSG00000145362.21",210,229,197,181,264,311
"ENSG00000196656.8",28,36,36,25,11,26
"ENSG00000145349.20",13446,13951,20047,20892,16928,18675
"ENSG00000180801.14",654,994,1682,1606,811,940
"ENSG00000249304.1",3,2,3,7,4,2
"ENSG00000288781.2",3,14,3,4,9,9
"ENSG00000174607.11",4243,5209,8819,9949,5192,6118
"ENSG00000138653.10",14,7,3,6,15,14
"ENSG00000250363.1",0,6,4,3,4,0
"ENSG00000213493.3",5,10,8,7,3,14
"ENSG00000174599.5",203,183,217,243,258,249
"ENSG00000293004.1",8,7,11,11,6,6
"ENSG00000286269.1",9,12,15,14,8,10
"ENSG00000164100.9",490,601,617,669,613,682
"ENSG00000269893.10",2213,2685,2840,2723,2519,2971
"ENSG00000164099.3",5323,6696,11345,11533,6602,7655
"ENSG00000273716.2",35,72,80,46,38,57
"ENSG00000154608.14",39,29,39,31,40,42
"ENSG00000291201.1",329,360,470,400,351,481
"ENSG00000248213.3",38,30,71,40,45,47
"ENSG00000251155.2",7,6,10,6,14,16
"ENSG00000281731.3",7,10,22,14,13,25
"ENSG00000145388.15",2272,2306,2858,2748,2719,3223
"ENSG00000150961.15",2808,3333,4822,4086,3984,4334
"ENSG00000172403.11",63,233,417,310,157,125
"ENSG00000172399.6",6,11,28,22,8,8
"ENSG00000293254.1",0,0,6,5,0,5
"ENSG00000145390.12",2788,2426,3460,3498,3297,3808
"ENSG00000164096.13",6031,7693,7400,7564,6949,8342
"ENSG00000250412.1",13,19,13,12,17,28
"ENSG00000249244.1",51,58,58,54,60,57
"ENSG00000291202.1",346,362,392,367,365,470
"ENSG00000291203.1",503,514,601,597,547,707
"ENSG00000250950.1",6,1,3,3,1,3
"ENSG00000138735.16",7663,7865,8040,7709,9417,10648
"ENSG00000164109.14",5624,6738,6574,7491,6935,7866
"ENSG00000250938.8",14,14,18,13,11,17
"ENSG00000138738.11",642,736,960,913,793,879
"ENSG00000251609.2",11,12,29,14,18,12
"ENSG00000173376.14",311,439,574,464,472,513
"ENSG00000050730.16",0,4,5,3,4,4
"ENSG00000186867.11",11,10,2,3,8,4
"ENSG00000164111.15",22542,27482,26108,29808,26111,32236
"ENSG00000123737.13",3298,3901,3833,3800,3823,4776
"ENSG00000145386.11",7505,8288,7663,8134,8453,9943
"ENSG00000138686.10",1292,1395,1789,1667,1523,1882
"ENSG00000138741.11",62,100,160,169,84,83
"ENSG00000237868.1",0,2,2,2,1,1
"ENSG00000138688.17",3057,2699,4826,4377,3975,4169
"ENSG00000293471.1",26,27,26,29,30,26
"ENSG00000181004.10",496,525,601,546,582,754
"ENSG00000138685.18",205,258,415,425,352,255
"ENSG00000273007.2",17,13,33,25,22,17
"ENSG00000170917.14",118,164,173,128,132,178
"ENSG00000145375.9",752,868,973,975,1015,1146
"ENSG00000287951.1",5,4,8,1,4,5
"ENSG00000164056.11",1388,2288,2695,2708,1946,2220
"ENSG00000249464.8",84,142,117,140,111,110
"ENSG00000286734.1",3,3,0,0,1,2
"ENSG00000151458.12",3040,2952,3866,4009,3595,4113
"ENSG00000196159.14",120,144,239,189,177,186
"ENSG00000164066.13",1158,1063,1493,1511,1410,1507
"ENSG00000164070.12",2608,3539,4034,4336,3230,3805
"ENSG00000282855.1",4,3,1,1,4,1
"ENSG00000244021.4",2,8,3,6,10,14
"ENSG00000261668.1",1,4,6,4,3,9
"ENSG00000142731.11",2024,1963,2342,2394,2360,2809
"ENSG00000164073.11",843,960,1138,1127,991,1183
"ENSG00000164074.17",947,909,1230,1140,1094,1254
"ENSG00000138709.20",2186,2194,2634,2682,2544,3026
"ENSG00000241651.4",12,12,14,8,6,11
"ENSG00000164040.18",7667,8908,9036,9837,8958,10437
"ENSG00000251432.8",19,25,34,35,33,42
"ENSG00000273077.1",0,2,0,2,2,3
"ENSG00000248187.1",3,3,1,1,4,0
"ENSG00000077684.16",4019,4206,3915,4089,4751,5545
"ENSG00000151466.12",676,730,870,878,779,981
"ENSG00000151470.13",448,456,600,666,518,604
"ENSG00000250241.7",10,8,13,12,13,6
"ENSG00000138650.9",219,461,618,405,395,425
"ENSG00000254535.4",360,408,477,472,440,480
"ENSG00000250144.1",438,691,627,429,437,429
"ENSG00000248456.1",7,15,14,8,16,16
"ENSG00000248869.7",21,37,36,30,26,32
"ENSG00000189184.12",1360,1484,1743,1567,1541,1855
"ENSG00000287144.1",1,0,2,4,1,4
"ENSG00000248307.6",5,9,27,15,12,7
"ENSG00000250033.5",16,17,29,23,17,16
"ENSG00000151012.13",2839,2538,4866,5055,3292,3580
"ENSG00000248795.1",5,10,7,7,4,8
"ENSG00000151014.6",1198,1473,1358,1411,1368,1658
"ENSG00000109381.21",2878,3133,3635,3427,3548,4042
"ENSG00000252503.1",16,13,18,11,18,25
"ENSG00000179967.11",66,140,75,86,76,86
